Invoice ID,Date,Branch,City,Customer Type,Gender,Product,Category,Quantity,Unit Price,Payment,Rating,Sales,Month,Month_Name,DayOfWeek
INV0194,2026-06-10,C,Mumbai,Normal,Male,Chocolate,Snacks,7,52.14,Net Banking,4.1,364.98,2026-06,Jun 2026,Wednesday
INV0195,2026-02-10,C,Mumbai,Member,Male,Tomato,Vegetables,7,43.16,UPI,3.9,302.12,2026-02,Feb 2026,Tuesday
INV0196,2026-04-13,D,Bengaluru,Member,Female,Potato,Vegetables,10,33.34,Card,3.3,333.4,2026-04,Apr 2026,Monday
INV0197,2026-04-26,C,Mumbai,Member,Male,Cheese,Dairy,6,222.17,Card,3.5,1333.02,2026-04,Apr 2026,Sunday
INV0198,2026-02-10,A,Jaipur,Normal,Female,Bread,Bakery,7,38.66,Cash,4.6,270.62,2026-02,Feb 2026,Tuesday
INV0199,2026-03-20,C,Mumbai,Normal,Female,Chocolate,Snacks,8,52.1,Net Banking,4.0,416.8,2026-03,Mar 2026,Friday
INV0200,2026-01-13,A,Jaipur,Member,Female,Apples,Fruits,4,140.12,UPI,3.6,560.48,2026-01,Jan 2026,Tuesday
INV0201,2026-04-14,D,Bengaluru,Member,Female,Soap,Personal Care,2,45.26,Card,3.7,90.52,2026-04,Apr 2026,Tuesday
INV0202,2026-04-09,D,Bengaluru,Member,Female,Bread,Bakery,4,40.45,UPI,4.0,161.8,2026-04,Apr 2026,Thursday
INV0203,2026-04-06,C,Mumbai,Member,Male,Chips,Snacks,2,36.01,Net Banking,4.6,72.02,2026-04,Apr 2026,Monday
INV0204,2026-01-12,C,Mumbai,Member,Female,Noodles,Grocery,3,58.86,UPI,3.1,176.58,2026-01,Jan 2026,Monday
INV0205,2026-06-06,C,Mumbai,Normal,Male,Tomato,Vegetables,3,45.14,Card,3.6,135.42,2026-06,Jun 2026,Saturday
INV0206,2026-05-02,D,Bengaluru,Member,Female,Chips,Snacks,5,36.34,Card,4.6,181.7,2026-05,May 2026,Saturday
INV0207,2026-03-09,C,Mumbai,Member,Male,Tea,Beverages,7,123.34,Net Banking,4.9,863.38,2026-03,Mar 2026,Monday
INV0208,2026-06-24,B,Delhi,Member,Female,Bread,Bakery,3,40.53,Cash,3.5,121.59,2026-06,Jun 2026,Wednesday
INV0209,2026-04-16,A,Jaipur,Member,Female,Chocolate,Snacks,6,46.15,Cash,4.0,276.9,2026-04,Apr 2026,Thursday
INV0210,2026-05-15,D,Bengaluru,Member,Female,Bread,Bakery,9,41.32,Net Banking,3.8,371.88,2026-05,May 2026,Friday
INV0211,2026-02-19,B,Delhi,Member,Female,Potato,Vegetables,6,37.31,Net Banking,4.9,223.86,2026-02,Feb 2026,Thursday
INV0212,2026-03-23,C,Mumbai,Normal,Male,Noodles,Grocery,5,53.23,Net Banking,4.0,266.15,2026-03,Mar 2026,Monday
INV0213,2026-02-07,C,Mumbai,Member,Female,Soap,Personal Care,9,42.28,Card,3.6,380.52,2026-02,Feb 2026,Saturday
INV0214,2026-02-21,C,Mumbai,Normal,Female,Rice,Grocery,8,68.28,Cash,4.7,546.24,2026-02,Feb 2026,Saturday
INV0215,2026-01-13,C,Mumbai,Member,Male,Noodles,Grocery,3,56.73,Cash,4.3,170.19,2026-01,Jan 2026,Tuesday
INV0216,2026-06-24,B,Delhi,Member,Female,Eggs,Dairy,7,83.56,UPI,4.5,584.92,2026-06,Jun 2026,Wednesday
INV0217,2026-06-16,A,Jaipur,Member,Female,Noodles,Grocery,3,59.21,Net Banking,3.4,177.63,2026-06,Jun 2026,Tuesday
INV0218,2026-05-17,C,Mumbai,Normal,Male,Tea,Beverages,1,115.88,Cash,4.5,115.88,2026-05,May 2026,Sunday
INV0219,2026-05-07,A,Jaipur,Normal,Male,Cooking Oil,Grocery,3,148.03,Net Banking,3.4,444.09,2026-05,May 2026,Thursday
INV0220,2026-04-27,C,Mumbai,Normal,Female,Bread,Bakery,10,36.86,Card,5.0,368.6,2026-04,Apr 2026,Monday
INV0221,2026-02-11,D,Bengaluru,Member,Male,Biscuits,Snacks,8,31.69,Card,4.5,253.52,2026-02,Feb 2026,Wednesday
INV0222,2026-06-06,C,Mumbai,Normal,Male,Cooking Oil,Grocery,6,138.34,Cash,4.7,830.04,2026-06,Jun 2026,Saturday
INV0223,2026-02-05,D,Bengaluru,Member,Male,Bananas,Fruits,2,60.15,Cash,4.0,120.3,2026-02,Feb 2026,Thursday
INV0224,2026-03-19,B,Delhi,Member,Female,Milk,Dairy,4,52.89,Card,4.2,211.56,2026-03,Mar 2026,Thursday
INV0225,2026-03-20,A,Jaipur,Member,Male,Face Wash,Personal Care,4,122.95,Net Banking,3.3,491.8,2026-03,Mar 2026,Friday
INV0226,2026-02-04,C,Mumbai,Member,Male,Shampoo,Personal Care,5,183.99,Cash,4.0,919.95,2026-02,Feb 2026,Wednesday
INV0227,2026-06-24,D,Bengaluru,Normal,Male,Chips,Snacks,9,34.29,Cash,4.5,308.61,2026-06,Jun 2026,Wednesday
INV0228,2026-05-21,A,Jaipur,Member,Male,Cheese,Dairy,6,218.13,UPI,4.8,1308.78,2026-05,May 2026,Thursday
INV0229,2026-06-24,B,Delhi,Member,Female,Cold Drink,Beverages,3,65.38,UPI,3.4,196.14,2026-06,Jun 2026,Wednesday
INV0230,2026-05-12,D,Bengaluru,Normal,Female,Rice,Grocery,8,74.47,Cash,3.8,595.76,2026-05,May 2026,Tuesday
INV0231,2026-01-01,A,Jaipur,Normal,Female,Noodles,Grocery,5,54.67,Card,4.5,273.35,2026-01,Jan 2026,Thursday
INV0232,2026-05-01,A,Jaipur,Member,Male,Bread,Bakery,2,39.51,UPI,3.1,79.02,2026-05,May 2026,Friday
INV0233,2026-04-07,D,Bengaluru,Member,Female,Cooking Oil,Grocery,7,156.46,Net Banking,3.8,1095.22,2026-04,Apr 2026,Tuesday
INV0234,2026-01-01,B,Delhi,Member,Male,Coffee,Beverages,9,169.02,Cash,4.5,1521.18,2026-01,Jan 2026,Thursday
INV0235,2026-03-05,C,Mumbai,Member,Female,Potato,Vegetables,9,35.97,Cash,3.9,323.73,2026-03,Mar 2026,Thursday
INV0236,2026-03-03,B,Delhi,Member,Female,Face Wash,Personal Care,2,114.02,UPI,3.4,228.04,2026-03,Mar 2026,Tuesday
INV0237,2026-01-12,A,Jaipur,Normal,Male,Chips,Snacks,10,32.39,Cash,3.8,323.9,2026-01,Jan 2026,Monday
INV0238,2026-05-28,B,Delhi,Member,Female,Noodles,Grocery,1,52.51,Cash,3.6,52.51,2026-05,May 2026,Thursday
INV0239,2026-03-18,C,Mumbai,Normal,Male,Eggs,Dairy,3,87.15,Net Banking,3.6,261.45,2026-03,Mar 2026,Wednesday
INV0240,2026-06-28,B,Delhi,Normal,Female,Bananas,Fruits,1,60.54,Card,3.8,60.54,2026-06,Jun 2026,Sunday
INV0241,2026-07-01,B,Delhi,Member,Male,Soap,Personal Care,9,44.11,Card,3.3,396.99,2026-07,Jul 2026,Wednesday
INV0242,2026-03-04,D,Bengaluru,Member,Male,Bread,Bakery,7,40.4,Net Banking,3.5,282.8,2026-03,Mar 2026,Wednesday
INV0243,2026-03-10,C,Mumbai,Member,Male,Rice,Grocery,6,74.73,UPI,3.8,448.38,2026-03,Mar 2026,Tuesday
INV0244,2026-02-23,A,Jaipur,Normal,Male,Rice,Grocery,10,66.51,Net Banking,4.7,665.1,2026-02,Feb 2026,Monday
INV0245,2026-05-03,C,Mumbai,Member,Male,Soap,Personal Care,1,48.29,UPI,4.8,48.29,2026-05,May 2026,Sunday
INV0246,2026-04-30,B,Delhi,Member,Female,Apples,Fruits,9,149.3,Net Banking,4.1,1343.7,2026-04,Apr 2026,Thursday
INV0247,2026-05-01,C,Mumbai,Normal,Female,Soap,Personal Care,9,43.28,UPI,4.5,389.52,2026-05,May 2026,Friday
INV0248,2026-01-05,C,Mumbai,Member,Male,Chocolate,Snacks,7,48.97,Cash,3.5,342.79,2026-01,Jan 2026,Monday
INV0249,2026-05-21,D,Bengaluru,Member,Male,Soap,Personal Care,6,42.5,Net Banking,4.3,255.0,2026-05,May 2026,Thursday
INV0250,2026-02-13,C,Mumbai,Normal,Female,Face Wash,Personal Care,8,125.06,Net Banking,4.5,1000.48,2026-02,Feb 2026,Friday
INV0251,2026-01-20,C,Mumbai,Member,Male,Cooking Oil,Grocery,9,141.36,UPI,4.9,1272.24,2026-01,Jan 2026,Tuesday
INV0252,2026-02-25,A,Jaipur,Member,Male,Milk,Dairy,4,54.23,UPI,4.0,216.92,2026-02,Feb 2026,Wednesday
INV0253,2026-01-02,C,Mumbai,Normal,Female,Bread,Bakery,10,40.75,UPI,4.1,407.5,2026-01,Jan 2026,Friday
INV0254,2026-05-09,D,Bengaluru,Member,Female,Milk,Dairy,5,50.75,UPI,4.6,253.75,2026-05,May 2026,Saturday
INV0255,2026-06-08,D,Bengaluru,Member,Male,Cooking Oil,Grocery,2,140.57,Cash,4.1,281.14,2026-06,Jun 2026,Monday
INV0256,2026-05-25,C,Mumbai,Member,Female,Face Wash,Personal Care,2,125.66,Net Banking,3.5,251.32,2026-05,May 2026,Monday
INV0257,2026-04-14,B,Delhi,Normal,Male,Soap,Personal Care,2,46.33,UPI,3.8,92.66,2026-04,Apr 2026,Tuesday
INV0258,2026-05-25,D,Bengaluru,Member,Female,Bread,Bakery,3,40.88,Card,5.0,122.64,2026-05,May 2026,Monday
INV0259,2026-01-12,A,Jaipur,Member,Female,Cheese,Dairy,4,234.75,Card,4.8,939.0,2026-01,Jan 2026,Monday
INV0260,2026-02-23,C,Mumbai,Member,Female,Noodles,Grocery,1,55.56,UPI,4.2,55.56,2026-02,Feb 2026,Monday
INV0261,2026-04-09,D,Bengaluru,Member,Female,Rice,Grocery,10,67.75,Card,4.5,677.5,2026-04,Apr 2026,Thursday
INV0262,2026-01-20,B,Delhi,Member,Female,Rice,Grocery,6,70.01,Cash,3.7,420.06,2026-01,Jan 2026,Tuesday
INV0263,2026-02-28,D,Bengaluru,Normal,Female,Tea,Beverages,5,110.97,Net Banking,3.7,554.85,2026-02,Feb 2026,Saturday
INV0264,2026-03-05,D,Bengaluru,Normal,Male,Bananas,Fruits,10,56.98,Card,4.4,569.8,2026-03,Mar 2026,Thursday
INV0265,2026-01-28,A,Jaipur,Normal,Female,Face Wash,Personal Care,3,113.36,Card,3.2,340.08,2026-01,Jan 2026,Wednesday
INV0266,2026-04-21,C,Mumbai,Member,Male,Potato,Vegetables,5,34.22,Cash,3.9,171.1,2026-04,Apr 2026,Tuesday
INV0267,2026-01-04,D,Bengaluru,Member,Female,Shampoo,Personal Care,6,166.36,Net Banking,3.6,998.16,2026-01,Jan 2026,Sunday
INV0268,2026-06-25,D,Bengaluru,Normal,Male,Rice,Grocery,9,72.52,Cash,3.8,652.68,2026-06,Jun 2026,Thursday
INV0269,2026-03-12,B,Delhi,Member,Male,Face Wash,Personal Care,8,116.18,Net Banking,3.8,929.44,2026-03,Mar 2026,Thursday
INV0270,2026-04-28,D,Bengaluru,Normal,Female,Rice,Grocery,4,68.44,Cash,3.2,273.76,2026-04,Apr 2026,Tuesday
INV0271,2026-04-23,C,Mumbai,Normal,Female,Milk,Dairy,6,58.95,Card,3.7,353.7,2026-04,Apr 2026,Thursday
INV0272,2026-03-23,B,Delhi,Member,Male,Soap,Personal Care,4,43.71,Net Banking,3.6,174.84,2026-03,Mar 2026,Monday
INV0273,2026-01-30,D,Bengaluru,Member,Female,Cold Drink,Beverages,6,67.93,Card,4.9,407.58,2026-01,Jan 2026,Friday
INV0274,2026-07-01,B,Delhi,Normal,Male,Cold Drink,Beverages,3,70.17,Net Banking,3.4,210.51,2026-07,Jul 2026,Wednesday
INV0275,2026-03-03,C,Mumbai,Normal,Male,Rice,Grocery,7,73.57,Card,3.5,514.99,2026-03,Mar 2026,Tuesday
INV0276,2026-05-17,B,Delhi,Member,Female,Bananas,Fruits,2,62.78,Net Banking,4.0,125.56,2026-05,May 2026,Sunday
INV0277,2026-03-05,D,Bengaluru,Normal,Male,Noodles,Grocery,6,50.92,UPI,4.3,305.52,2026-03,Mar 2026,Thursday
INV0278,2026-04-21,C,Mumbai,Member,Female,Cooking Oil,Grocery,1,153.53,Card,3.2,153.53,2026-04,Apr 2026,Tuesday
INV0279,2026-04-06,A,Jaipur,Member,Male,Face Wash,Personal Care,9,114.66,Net Banking,3.8,1031.94,2026-04,Apr 2026,Monday
INV0280,2026-01-30,B,Delhi,Member,Female,Coffee,Beverages,8,194.33,UPI,4.7,1554.64,2026-01,Jan 2026,Friday
INV0281,2026-05-02,B,Delhi,Normal,Female,Coffee,Beverages,8,174.58,Card,3.2,1396.64,2026-05,May 2026,Saturday
INV0282,2026-03-29,D,Bengaluru,Normal,Male,Tea,Beverages,1,111.69,UPI,4.3,111.69,2026-03,Mar 2026,Sunday
INV0283,2026-03-01,B,Delhi,Member,Female,Eggs,Dairy,9,90.23,Net Banking,4.6,812.07,2026-03,Mar 2026,Sunday
INV0284,2026-06-01,B,Delhi,Member,Male,Cooking Oil,Grocery,7,153.37,Net Banking,3.9,1073.59,2026-06,Jun 2026,Monday
INV0285,2026-03-25,A,Jaipur,Member,Male,Chocolate,Snacks,2,47.65,Card,3.4,95.3,2026-03,Mar 2026,Wednesday
INV0286,2026-06-06,A,Jaipur,Member,Female,Face Wash,Personal Care,8,123.28,Net Banking,3.8,986.24,2026-06,Jun 2026,Saturday
INV0287,2026-06-22,A,Jaipur,Normal,Female,Coffee,Beverages,8,175.74,UPI,3.3,1405.92,2026-06,Jun 2026,Monday
INV0288,2026-04-18,A,Jaipur,Member,Male,Eggs,Dairy,3,87.2,Net Banking,4.2,261.6,2026-04,Apr 2026,Saturday
INV0289,2026-05-06,D,Bengaluru,Normal,Male,Bananas,Fruits,9,56.98,Cash,3.6,512.82,2026-05,May 2026,Wednesday
INV0290,2026-05-05,B,Delhi,Member,Female,Tea,Beverages,10,126.57,UPI,3.3,1265.7,2026-05,May 2026,Tuesday
INV0291,2026-07-01,D,Bengaluru,Member,Female,Noodles,Grocery,8,55.05,Net Banking,4.7,440.4,2026-07,Jul 2026,Wednesday
INV0292,2026-01-09,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,1,139.98,Card,3.5,139.98,2026-01,Jan 2026,Friday
INV0293,2026-05-27,C,Mumbai,Normal,Female,Cooking Oil,Grocery,10,156.74,UPI,3.2,1567.4,2026-05,May 2026,Wednesday
INV0294,2026-04-19,C,Mumbai,Normal,Female,Noodles,Grocery,1,57.84,Cash,3.2,57.84,2026-04,Apr 2026,Sunday
INV0295,2026-04-23,B,Delhi,Member,Female,Soap,Personal Care,1,47.7,UPI,4.7,47.7,2026-04,Apr 2026,Thursday
INV0296,2026-06-07,A,Jaipur,Normal,Female,Eggs,Dairy,10,85.82,Cash,3.3,858.2,2026-06,Jun 2026,Sunday
INV0297,2026-03-24,B,Delhi,Member,Female,Chocolate,Snacks,10,52.44,Cash,5.0,524.4,2026-03,Mar 2026,Tuesday
INV0298,2026-04-16,C,Mumbai,Normal,Male,Soap,Personal Care,9,45.52,Cash,4.8,409.68,2026-04,Apr 2026,Thursday
INV0299,2026-06-23,C,Mumbai,Member,Female,Biscuits,Snacks,3,30.97,Cash,3.8,92.91,2026-06,Jun 2026,Tuesday
INV0300,2026-04-14,B,Delhi,Member,Male,Cold Drink,Beverages,7,66.38,UPI,4.0,464.66,2026-04,Apr 2026,Tuesday
INV0301,2026-04-28,C,Mumbai,Member,Male,Coffee,Beverages,8,178.7,UPI,4.3,1429.6,2026-04,Apr 2026,Tuesday
INV0302,2026-05-07,C,Mumbai,Member,Female,Rice,Grocery,7,73.31,Cash,3.5,513.17,2026-05,May 2026,Thursday
INV0303,2026-06-24,C,Mumbai,Member,Female,Tea,Beverages,3,120.91,Card,4.5,362.73,2026-06,Jun 2026,Wednesday
INV0304,2026-04-27,A,Jaipur,Member,Male,Shampoo,Personal Care,8,183.63,Net Banking,3.0,1469.04,2026-04,Apr 2026,Monday
INV0305,2026-03-12,D,Bengaluru,Normal,Female,Chocolate,Snacks,3,53.97,Cash,3.2,161.91,2026-03,Mar 2026,Thursday
INV0306,2026-04-20,C,Mumbai,Member,Female,Face Wash,Personal Care,3,111.98,Cash,4.3,335.94,2026-04,Apr 2026,Monday
INV0307,2026-01-03,A,Jaipur,Member,Male,Milk,Dairy,2,52.48,Net Banking,3.0,104.96,2026-01,Jan 2026,Saturday
INV0308,2026-02-28,C,Mumbai,Normal,Female,Shampoo,Personal Care,7,194.06,UPI,3.8,1358.42,2026-02,Feb 2026,Saturday
INV0309,2026-01-18,A,Jaipur,Member,Male,Shampoo,Personal Care,5,174.62,Cash,4.1,873.1,2026-01,Jan 2026,Sunday
INV0310,2026-04-16,A,Jaipur,Member,Male,Chips,Snacks,8,35.84,Cash,4.2,286.72,2026-04,Apr 2026,Thursday
INV0311,2026-03-31,D,Bengaluru,Member,Male,Chocolate,Snacks,2,46.69,Net Banking,4.9,93.38,2026-03,Mar 2026,Tuesday
INV0312,2026-06-18,C,Mumbai,Member,Female,Biscuits,Snacks,2,28.79,UPI,4.8,57.58,2026-06,Jun 2026,Thursday
INV0313,2026-03-03,B,Delhi,Normal,Female,Cheese,Dairy,4,223.76,UPI,4.0,895.04,2026-03,Mar 2026,Tuesday
INV0314,2026-03-23,A,Jaipur,Member,Male,Eggs,Dairy,10,89.99,Card,3.3,899.9,2026-03,Mar 2026,Monday
INV0315,2026-05-31,D,Bengaluru,Normal,Male,Coffee,Beverages,3,181.34,UPI,3.1,544.02,2026-05,May 2026,Sunday
INV0316,2026-06-10,C,Mumbai,Normal,Female,Chocolate,Snacks,1,46.32,Card,4.4,46.32,2026-06,Jun 2026,Wednesday
INV0317,2026-01-22,D,Bengaluru,Normal,Male,Bananas,Fruits,2,61.94,Card,3.6,123.88,2026-01,Jan 2026,Thursday
INV0318,2026-06-28,B,Delhi,Member,Male,Biscuits,Snacks,7,30.17,Card,3.9,211.19,2026-06,Jun 2026,Sunday
INV0319,2026-06-20,B,Delhi,Member,Male,Bread,Bakery,7,38.36,Card,4.5,268.52,2026-06,Jun 2026,Saturday
INV0320,2026-03-30,B,Delhi,Normal,Male,Shampoo,Personal Care,3,165.96,Net Banking,4.0,497.88,2026-03,Mar 2026,Monday
INV0321,2026-03-27,C,Mumbai,Normal,Male,Cooking Oil,Grocery,5,146.92,UPI,4.6,734.6,2026-03,Mar 2026,Friday
INV0322,2026-05-11,C,Mumbai,Normal,Female,Cheese,Dairy,10,204.65,Net Banking,3.7,2046.5,2026-05,May 2026,Monday
INV0323,2026-02-28,D,Bengaluru,Member,Male,Cold Drink,Beverages,3,61.54,UPI,4.5,184.62,2026-02,Feb 2026,Saturday
INV0324,2026-04-09,A,Jaipur,Member,Female,Bread,Bakery,1,42.3,Card,4.8,42.3,2026-04,Apr 2026,Thursday
INV0325,2026-03-23,B,Delhi,Member,Male,Bread,Bakery,7,40.34,Net Banking,3.5,282.38,2026-03,Mar 2026,Monday
INV0326,2026-02-27,A,Jaipur,Normal,Male,Cold Drink,Beverages,9,63.68,Cash,4.6,573.12,2026-02,Feb 2026,Friday
INV0327,2026-01-23,A,Jaipur,Normal,Female,Apples,Fruits,8,130.34,Card,4.1,1042.72,2026-01,Jan 2026,Friday
INV0328,2026-04-05,A,Jaipur,Normal,Male,Coffee,Beverages,10,171.38,Net Banking,4.2,1713.8,2026-04,Apr 2026,Sunday
INV0329,2026-01-02,D,Bengaluru,Normal,Male,Chocolate,Snacks,9,51.86,Cash,4.9,466.74,2026-01,Jan 2026,Friday
INV0330,2026-03-20,A,Jaipur,Normal,Male,Eggs,Dairy,1,90.6,Net Banking,3.2,90.6,2026-03,Mar 2026,Friday
INV0331,2026-01-24,B,Delhi,Normal,Male,Bananas,Fruits,1,59.92,Card,3.1,59.92,2026-01,Jan 2026,Saturday
INV0332,2026-05-10,B,Delhi,Member,Male,Cheese,Dairy,6,216.94,UPI,3.3,1301.64,2026-05,May 2026,Sunday
INV0333,2026-03-16,D,Bengaluru,Member,Male,Rice,Grocery,1,71.03,Cash,3.5,71.03,2026-03,Mar 2026,Monday
INV0334,2026-01-20,C,Mumbai,Member,Female,Apples,Fruits,6,144.5,Cash,4.9,867.0,2026-01,Jan 2026,Tuesday
INV0335,2026-04-15,B,Delhi,Member,Female,Cold Drink,Beverages,2,60.93,Card,3.2,121.86,2026-04,Apr 2026,Wednesday
INV0336,2026-02-10,C,Mumbai,Member,Male,Chocolate,Snacks,8,49.62,UPI,4.6,396.96,2026-02,Feb 2026,Tuesday
INV0337,2026-04-12,C,Mumbai,Member,Male,Chips,Snacks,6,32.43,Card,4.0,194.58,2026-04,Apr 2026,Sunday
INV0338,2026-05-23,C,Mumbai,Member,Female,Face Wash,Personal Care,3,126.15,Net Banking,4.5,378.45,2026-05,May 2026,Saturday
INV0339,2026-02-03,B,Delhi,Member,Male,Shampoo,Personal Care,3,178.91,Cash,3.4,536.73,2026-02,Feb 2026,Tuesday
INV0340,2026-01-06,D,Bengaluru,Member,Female,Coffee,Beverages,2,185.37,UPI,5.0,370.74,2026-01,Jan 2026,Tuesday
INV0341,2026-01-11,B,Delhi,Normal,Female,Potato,Vegetables,2,36.73,UPI,4.9,73.46,2026-01,Jan 2026,Sunday
INV0342,2026-01-08,A,Jaipur,Normal,Female,Cooking Oil,Grocery,7,160.18,Net Banking,3.8,1121.26,2026-01,Jan 2026,Thursday
INV0343,2026-01-09,D,Bengaluru,Member,Female,Cooking Oil,Grocery,3,146.49,Cash,4.2,439.47,2026-01,Jan 2026,Friday
INV0344,2026-04-09,B,Delhi,Member,Male,Soap,Personal Care,9,44.99,Card,3.3,404.91,2026-04,Apr 2026,Thursday
INV0345,2026-05-03,B,Delhi,Normal,Female,Cheese,Dairy,9,211.17,Card,4.1,1900.53,2026-05,May 2026,Sunday
INV0346,2026-01-07,D,Bengaluru,Member,Female,Coffee,Beverages,9,191.89,Cash,3.6,1727.01,2026-01,Jan 2026,Wednesday
INV0347,2026-05-30,B,Delhi,Member,Female,Milk,Dairy,5,58.48,Card,5.0,292.4,2026-05,May 2026,Saturday
INV0348,2026-05-28,B,Delhi,Member,Male,Shampoo,Personal Care,4,172.74,Cash,4.7,690.96,2026-05,May 2026,Thursday
INV0349,2026-06-01,D,Bengaluru,Member,Female,Coffee,Beverages,3,192.53,Card,3.1,577.59,2026-06,Jun 2026,Monday
INV0350,2026-02-14,C,Mumbai,Normal,Female,Cold Drink,Beverages,10,65.66,Card,4.0,656.6,2026-02,Feb 2026,Saturday
INV0351,2026-03-26,A,Jaipur,Member,Female,Bread,Bakery,4,38.29,UPI,4.8,153.16,2026-03,Mar 2026,Thursday
INV0352,2026-01-06,B,Delhi,Normal,Female,Biscuits,Snacks,3,29.24,UPI,3.3,87.72,2026-01,Jan 2026,Tuesday
INV0353,2026-05-31,B,Delhi,Normal,Female,Shampoo,Personal Care,6,189.98,Net Banking,3.2,1139.88,2026-05,May 2026,Sunday
INV0354,2026-06-16,C,Mumbai,Normal,Female,Tea,Beverages,3,113.02,Net Banking,3.6,339.06,2026-06,Jun 2026,Tuesday
INV0355,2026-02-15,C,Mumbai,Member,Female,Eggs,Dairy,3,92.38,Cash,4.5,277.14,2026-02,Feb 2026,Sunday
INV0356,2026-05-08,D,Bengaluru,Member,Male,Cold Drink,Beverages,10,60.14,UPI,3.3,601.4,2026-05,May 2026,Friday
INV0357,2026-04-25,A,Jaipur,Member,Male,Eggs,Dairy,6,87.79,Card,3.0,526.74,2026-04,Apr 2026,Saturday
INV0358,2026-01-13,B,Delhi,Member,Male,Eggs,Dairy,6,92.78,UPI,3.8,556.68,2026-01,Jan 2026,Tuesday
INV0359,2026-01-26,D,Bengaluru,Normal,Female,Cooking Oil,Grocery,8,159.23,Net Banking,4.7,1273.84,2026-01,Jan 2026,Monday
INV0360,2026-01-27,B,Delhi,Member,Female,Cooking Oil,Grocery,1,148.83,Card,3.1,148.83,2026-01,Jan 2026,Tuesday
INV0361,2026-06-02,B,Delhi,Member,Male,Apples,Fruits,2,132.4,Card,5.0,264.8,2026-06,Jun 2026,Tuesday
INV0362,2026-01-14,D,Bengaluru,Normal,Female,Milk,Dairy,3,54.4,Cash,3.2,163.2,2026-01,Jan 2026,Wednesday
INV0363,2026-03-18,B,Delhi,Normal,Female,Chocolate,Snacks,9,49.27,Card,3.5,443.43,2026-03,Mar 2026,Wednesday
INV0364,2026-04-20,A,Jaipur,Member,Female,Apples,Fruits,8,141.61,UPI,3.2,1132.88,2026-04,Apr 2026,Monday
INV0365,2026-05-02,D,Bengaluru,Member,Female,Chocolate,Snacks,4,46.78,UPI,4.7,187.12,2026-05,May 2026,Saturday
INV0366,2026-04-05,C,Mumbai,Member,Female,Apples,Fruits,5,139.35,Cash,4.8,696.75,2026-04,Apr 2026,Sunday
INV0367,2026-03-10,C,Mumbai,Member,Female,Cooking Oil,Grocery,5,148.7,Cash,4.1,743.5,2026-03,Mar 2026,Tuesday
INV0368,2026-05-22,B,Delhi,Normal,Female,Shampoo,Personal Care,6,168.07,Cash,3.1,1008.42,2026-05,May 2026,Friday
INV0369,2026-05-02,D,Bengaluru,Normal,Female,Cheese,Dairy,9,217.14,Cash,3.6,1954.26,2026-05,May 2026,Saturday
INV0370,2026-04-25,D,Bengaluru,Normal,Male,Bread,Bakery,9,40.01,UPI,3.3,360.09,2026-04,Apr 2026,Saturday
INV0371,2026-02-21,B,Delhi,Member,Male,Chocolate,Snacks,3,52.47,Net Banking,5.0,157.41,2026-02,Feb 2026,Saturday
INV0372,2026-03-12,B,Delhi,Member,Female,Chips,Snacks,2,33.64,Card,4.0,67.28,2026-03,Mar 2026,Thursday
INV0373,2026-05-26,A,Jaipur,Member,Male,Chips,Snacks,7,35.49,Cash,4.2,248.43,2026-05,May 2026,Tuesday
INV0374,2026-03-09,A,Jaipur,Normal,Female,Shampoo,Personal Care,2,181.81,Net Banking,3.8,363.62,2026-03,Mar 2026,Monday
INV0375,2026-06-08,D,Bengaluru,Member,Female,Cold Drink,Beverages,1,66.13,Cash,4.2,66.13,2026-06,Jun 2026,Monday
INV0376,2026-03-10,D,Bengaluru,Normal,Male,Bread,Bakery,6,39.33,Net Banking,4.8,235.98,2026-03,Mar 2026,Tuesday
INV0377,2026-02-28,A,Jaipur,Member,Female,Tea,Beverages,5,126.09,UPI,3.3,630.45,2026-02,Feb 2026,Saturday
INV0378,2026-04-24,D,Bengaluru,Normal,Male,Tea,Beverages,7,115.57,Cash,3.4,808.99,2026-04,Apr 2026,Friday
INV0379,2026-03-21,D,Bengaluru,Normal,Male,Tomato,Vegetables,6,46.87,UPI,4.4,281.22,2026-03,Mar 2026,Saturday
INV0380,2026-02-19,D,Bengaluru,Normal,Male,Biscuits,Snacks,9,31.35,Cash,4.8,282.15,2026-02,Feb 2026,Thursday
INV0381,2026-03-12,B,Delhi,Member,Female,Bread,Bakery,8,38.4,Cash,3.7,307.2,2026-03,Mar 2026,Thursday
INV0382,2026-05-06,D,Bengaluru,Normal,Male,Cheese,Dairy,2,216.37,Card,4.2,432.74,2026-05,May 2026,Wednesday
INV0383,2026-03-14,B,Delhi,Member,Female,Tomato,Vegetables,6,45.63,UPI,3.1,273.78,2026-03,Mar 2026,Saturday
INV0384,2026-03-10,A,Jaipur,Normal,Male,Cooking Oil,Grocery,4,158.49,Cash,4.3,633.96,2026-03,Mar 2026,Tuesday
INV0385,2026-03-06,A,Jaipur,Normal,Male,Milk,Dairy,3,54.77,Cash,4.2,164.31,2026-03,Mar 2026,Friday
INV0386,2026-02-25,C,Mumbai,Normal,Female,Face Wash,Personal Care,7,118.54,Card,3.9,829.78,2026-02,Feb 2026,Wednesday
